"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"339",6.2719706169709e-129,2.12831799881007,0.129,0.031,1.16175711738152e-124,"0","Gpsm2"
"340",3.20713459026206e-137,2.12256342594072,0.129,0.03,5.94057540154241e-133,"0","Gm9733"
"341",0,2.12253071219372,0.701,0.163,0,"0","Ncf2"
"342",1.26696275710819e-235,2.11902520300497,0.225,0.054,2.34679511499149e-231,"0","Cd180"
"343",0,2.11896038859824,0.419,0.087,0,"0","Creb5"
"344",0,2.11874892671632,0.994,0.718,0,"0","Npc2"
"345",0,2.11863583996948,0.866,0.347,0,"0","Slfn5"
"346",0,2.11545481466601,0.537,0.118,0,"0","Ifitm6"
"347",0,2.11383448592475,0.682,0.153,0,"0","Cd14"
"348",0,2.11144300717362,0.398,0.103,0,"0","Pbx1"
"349",4.98130228238686e-61,2.10957258742096,0.059,0.014,9.22686621766518e-57,"0","Ticam2"
"350",7.41425846515718e-18,2.10628381060189,0.018,0.005,1.37334309550106e-13,"0","Exoc3l2"
"351",0,2.1047977827727,0.777,0.226,0,"0","Atf3"
"352",5.36776081582863e-91,2.1032636792189,0.085,0.019,9.94270335915937e-87,"0","Flrt3"
"353",0,2.09838258610037,0.65,0.113,0,"0","Clec4d"
"354",1.5153612073699e-31,2.09809083531123,0.031,0.007,2.80690356441127e-27,"0","Adgb"
"355",1.3403691764188e-18,2.09790612305941,0.017,0.004,2.48276582548054e-14,"0","Trip6"
"356",0,2.09756542284743,0.417,0.099,0,"0","Oas2"
"357",8.00587894542473e-87,2.09348835383959,0.092,0.023,1.48292895706102e-82,"0","Nlrc4"
"358",8.31416877374441e-156,2.09133346913592,0.147,0.034,1.54003348196068e-151,"0","Cds1"
"359",5.17909262680884e-188,2.08877049983353,0.19,0.047,9.59323327263802e-184,"0","Ly96"
"360",4.14027042663999e-84,2.08702562765246,0.1,0.028,7.66902291126526e-80,"0","Tmem171"
"361",1.54777083172842e-41,2.08579528559449,0.041,0.01,2.86693591161055e-37,"0","Nlrp1a"
"362",0,2.08242306272066,0.385,0.103,0,"0","Hk2"
"363",2.03495459057761e-190,2.07963813550355,0.2,0.052,3.7693463881269e-186,"0","A930007I19Rik"
"364",1.09618041695384e-272,2.07776477948748,0.253,0.059,2.03045498632359e-268,"0","Gm34084"
"365",4.91448577645869e-33,2.07711960991622,0.032,0.007,9.10310200373443e-29,"0","Gm48065"
"366",0,2.07640160374447,0.605,0.164,0,"0","Irf5"
"367",4.4468948278992e-26,2.07341156113866,0.025,0.006,8.2369832897177e-22,"0","Tbc1d24"
"368",1.69542388732437e-115,2.0731534530709,0.113,0.027,3.14043366649094e-111,"0","Pilrb2"
"369",9.9054309575871e-22,2.07196814426899,0.02,0.005,1.83478297627386e-17,"0","Gbp2b"
"370",0,2.07129395428201,0.291,0.069,0,"0","Tbxas1"
"371",0,2.07008091990732,0.561,0.17,0,"0","Snx10"
"372",1.7186530856885e-63,2.0691620881373,0.066,0.016,3.18346111062081e-59,"0","Gm49774"
"373",3.49377746718648e-208,2.06806368981307,0.195,0.045,6.47152400246951e-204,"0","Dok3"
"374",1.18381005628848e-219,2.06608566156212,0.207,0.048,2.19277136726314e-215,"0","I830077J02Rik"
"375",4.41789653170837e-23,2.06579837702878,0.022,0.005,8.18326974568341e-19,"0","Gm49226"
"376",0,2.06011066725001,0.721,0.176,0,"0","Plaur"
"377",4.27758513149689e-98,2.05841884666318,0.099,0.024,7.92337093907168e-94,"0","Sirpb1a"
"378",0,2.05831445433117,0.793,0.208,0,"0","Spi1"
"379",2.85762984344069e-76,2.05649609072679,0.089,0.025,5.29318775900519e-72,"0","Lrp12"
"380",0,2.05561500826657,0.859,0.426,0,"0","Irf7"
"381",1.56956463435177e-31,2.0549916220722,0.031,0.007,2.90730457220978e-27,"0","Gm1673"
"382",4.43179067420816e-80,2.05385876371726,0.108,0.033,8.20900586583578e-76,"0","P2rx7"
"383",6.36465525369887e-296,2.05345808558188,0.332,0.096,1.17892509264264e-291,"0","Abca1"
"384",1.40892293108538e-152,2.05300535047682,0.164,0.043,2.60974794524945e-148,"0","Axl"
"385",0,2.05073185611906,0.322,0.073,0,"0","Sirpb1b"
"386",9.36469799183992e-141,2.04994600951292,0.149,0.038,1.73462300902851e-136,"0","Ift22"
"387",6.45090744911749e-48,2.04693934977747,0.049,0.012,1.19490158680003e-43,"0","Hgf"
"388",0,2.04675226619543,0.331,0.086,0,"0","Slc29a3"
"389",0,2.04514899614468,0.326,0.083,0,"0","Tifa"
"390",0,2.04488080715821,0.327,0.083,0,"0","Ralb"
"391",0,2.04045639535438,0.428,0.102,0,"0","Cfp"
"392",0,2.03989390181384,0.795,0.24,0,"0","Cdkn1a"
"393",4.20612289844113e-88,2.0390772320045,0.1,0.027,7.7910014447825e-84,"0","Nmral1"
"394",0,2.03855968416149,0.363,0.08,0,"0","Trim30c"
"395",0,2.03815001054567,0.286,0.067,0,"0","Wdfy3"
"396",3.04474928405422e-81,2.0371709436495,0.081,0.02,5.63978909885363e-77,"0","Slc16a7"
"397",2.35668022000314e-277,2.03602997100958,0.268,0.065,4.36527877151182e-273,"0","Plxnb2"
"398",5.14739654717425e-136,2.03535320025603,0.153,0.041,9.53452262433087e-132,"0","Zfp821"
"399",2.85758954470571e-87,2.03400029406997,0.092,0.023,5.29311311365838e-83,"0","Sfxn5"
"400",2.22244780736108e-229,2.03243978008235,0.236,0.061,4.11664007357493e-225,"0","Cttnbp2nl"
"401",0,2.03173687679938,0.876,0.315,0,"0","Plin2"
"402",1.56394288940553e-58,2.03056214380612,0.062,0.016,2.89689141404586e-54,"0","4930455G09Rik"
"403",0,2.0301680293633,0.327,0.086,0,"0","E230029C05Rik"
"404",2.19716665285593e-107,2.02337087863906,0.117,0.03,4.06981179108505e-103,"0","Acp2"
"405",2.76486170773331e-242,2.02073948913539,0.25,0.065,5.12135334123442e-238,"0","Lmo2"
"406",0,2.01928967427319,0.729,0.224,0,"0","Acer3"
"407",0,2.01619582634636,0.423,0.12,0,"0","Aoah"
"408",5.37165777246267e-275,2.01055637244977,0.297,0.081,9.9499216919326e-271,"0","Slc31a1"
"409",3.41664559218341e-230,2.01044328180907,0.223,0.054,6.32865263040132e-226,"0","Tlr7"
"410",5.8144830145525e-23,2.00969500011156,0.023,0.006,1.07701668878556e-18,"0","Bach2os"
"411",0,2.00942044530214,0.604,0.167,0,"0","Cdk14"
"412",2.03543511219123e-69,2.00848725595595,0.073,0.018,3.77023645831181e-65,"0","Papss2"
"413",0,2.00845565448808,0.348,0.083,0,"0","BC028528"
"414",0,2.00364672860044,0.37,0.109,0,"0","Bnip3"
"415",0,2.00115303167219,0.805,0.25,0,"0","Oasl2"
"416",3.70045876047765e-81,1.9999418702403,0.084,0.021,6.85435976203275e-77,"0","Ctnnd1"
"417",8.30280039174282e-243,1.99545173179122,0.264,0.071,1.53792771656252e-238,"0","Sowahc"
"418",0,1.993790770739,0.513,0.165,0,"0","Sap30"
"419",7.37929716580201e-28,1.99179779558501,0.029,0.008,1.36686721402151e-23,"0","Gm34921"
"420",0,1.99128136267622,0.597,0.202,0,"0","Daxx"
"421",7.47201325008351e-157,1.98735873041851,0.177,0.048,1.38404101431297e-152,"0","Cmtm3"
"422",0,1.98670918287233,0.789,0.302,0,"0","Nampt"
"423",5.26015212233609e-28,1.98598046898969,0.03,0.008,9.74337977620314e-24,"0","Gm44751"
"424",8.81599535411442e-194,1.98538079678494,0.217,0.06,1.63298681944261e-189,"0","2310022A10Rik"
"425",1.47893159029035e-111,1.98296313821024,0.12,0.031,2.73942498469481e-107,"0","Ltbr"
"426",0,1.98071314788706,0.477,0.128,0,"0","Mcub"
"427",6.80295333236909e-29,1.97700079365693,0.03,0.008,1.26011104575473e-24,"0","Clmp"
"428",1.58555687660277e-25,1.97585625171598,0.025,0.006,2.93692700253132e-21,"0","1110002J07Rik"
"429",0,1.97456640358278,0.38,0.092,0,"0","Rab20"
"430",5.0938015178298e-56,1.9716632384733,0.057,0.014,9.43524855147614e-52,"0","Tceal8"
"431",2.04654378174649e-82,1.96882141016839,0.089,0.023,3.79081304692902e-78,"0","Guca1a"
"432",0,1.965090906511,0.374,0.1,0,"0","Gla"
"433",2.16584547278145e-103,1.96361096617857,0.109,0.028,4.01179556923307e-99,"0","Sqor"
"434",0,1.96350833153866,0.548,0.193,0,"0","Atp6v1b2"
"435",0,1.96301281646871,0.47,0.141,0,"0","Rnpep"
"436",0,1.96179922358558,0.488,0.159,0,"0","Gbp3"
"437",0,1.96168899351713,0.652,0.179,0,"0","Ly86"
"438",2.0073377492704e-194,1.96020596648364,0.205,0.053,3.71819171297357e-190,"0","Pira2"
"439",0,1.95840624196096,0.401,0.119,0,"0","Dhx58"
"440",2.73082452912799e-132,1.95762220718767,0.185,0.06,5.05830627530377e-128,"0","Egln3"
"441",0,1.9572869691699,0.775,0.321,0,"0","Rnh1"
"442",4.74229220666318e-61,1.95352065284736,0.064,0.016,8.7841478544022e-57,"0","Stard8"
"443",3.03574459305858e-297,1.95215080642767,0.272,0.063,5.6231097097224e-293,"0","Rab7b"
"444",2.39302271021136e-90,1.95207560394055,0.123,0.038,4.4325959661245e-86,"0","Gys1"
"445",1.703051314882e-113,1.94849234689623,0.119,0.03,3.15456195055593e-109,"0","Dmxl2"
"446",1.7040331782692e-183,1.9479293439463,0.19,0.048,3.15638065610805e-179,"0","A530032D15Rik"
"447",6.77861674348198e-35,1.94649944865644,0.036,0.009,1.25560317939517e-30,"0","Gm37168"
"448",0,1.94613816199732,0.335,0.088,0,"0","Aldh2"
"449",0,1.94613089710484,0.666,0.209,0,"0","Rbm47"
"450",3.14448139590779e-112,1.94419378760991,0.126,0.034,5.82452288964e-108,"0","P2ry6"
"451",0,1.94408276339012,0.452,0.108,0,"0","Ptafr"
"452",0,1.94069469948533,0.984,0.489,0,"0","Cebpb"
"453",8.83082775984678e-139,1.94040942962366,0.146,0.037,1.63573422595642e-134,"0","AI839979"
"454",0,1.93702377647281,0.905,0.483,0,"0","Sat1"
"455",0,1.93605524365801,0.351,0.099,0,"0","Scimp"
"456",2.91028842257549e-23,1.93348129999418,0.025,0.007,5.39072724513658e-19,"0","Plxna4os1"
"457",1.82842018954444e-25,1.93237958551461,0.028,0.007,3.38678271709317e-21,"0","Gm36199"
"458",9.03176185374223e-59,1.93030029886674,0.077,0.023,1.67295324816867e-54,"0","Hes1"
"459",4.0829526553838e-90,1.92812181178004,0.105,0.029,7.56285320356742e-86,"0","S1pr2"
"460",0,1.92808762333123,0.379,0.111,0,"0","Anxa4"
"461",9.82169705820999e-15,1.92670276736312,0.015,0.004,1.81927294609224e-10,"0","Fabp4"
"462",8.01704007147569e-283,1.92399427437387,0.32,0.092,1.48499633243944e-278,"0","Sh3bp2"
"463",0,1.91967923934216,0.507,0.17,0,"0","Gbp5"
"464",0,1.9176394011989,0.516,0.121,0,"0","Ctsl"
"465",1.66527997502959e-50,1.91617181932746,0.055,0.014,3.08459809774731e-46,"0","Itga9"
"466",1.2964185364834e-253,1.91383524798881,0.284,0.079,2.4013560551282e-249,"0","Rhbdf2"
"467",0,1.90951790399509,0.895,0.311,0,"0","Tpd52"
"468",0,1.90603930829585,0.784,0.318,0,"0","Trim25"
"469",0,1.90585365349877,0.378,0.099,0,"0","Gpr35"
"470",0,1.90344999941876,0.731,0.158,0,"0","Gda"
"471",3.25181775161388e-294,1.90177272169141,0.37,0.119,6.0233420213144e-290,"0","B3gnt5"
"472",4.14701053933313e-95,1.90132422165028,0.107,0.029,7.68150762200675e-91,"0","Spint1"
"473",0,1.89996156189683,0.808,0.22,0,"0","Msrb1"
"474",0,1.89984990233451,0.493,0.165,0,"0","Rap2c"
"475",8.72325522980071e-42,1.89664056254467,0.048,0.013,1.61580856621599e-37,"0","Rab11fip5"
"476",1.0139582972903e-82,1.89631748673078,0.085,0.021,1.87815495407082e-78,"0","Cped1"
"477",0,1.89599604852059,0.494,0.139,0,"0","Csf2ra"
"478",0,1.8953962149931,0.718,0.187,0,"0","Slc8a1"
"479",0,1.89530862725224,0.996,0.552,0,"0","Fcer1g"
"480",0,1.89300475268994,0.425,0.111,0,"0","March1"
"481",0,1.89245850756109,0.365,0.082,0,"0","Clec4n"
"482",0,1.89097294877346,0.363,0.101,0,"0","Eps8"
"483",2.64310038694591e-30,1.88746113577027,0.035,0.01,4.89581484673991e-26,"0","Gm11772"
"484",1.14450765201712e-203,1.88731957711433,0.23,0.063,2.11997152383132e-199,"0","Tmem51"
"485",8.32203868719741e-59,1.88425546927614,0.067,0.018,1.54149122602958e-54,"0","Vill"
"486",3.5465208073001e-44,1.87973928839253,0.049,0.013,6.56922049136198e-40,"0","Ocstamp"
"487",3.70933893987556e-27,1.87918023230431,0.031,0.009,6.8708085183315e-23,"0","Pkdcc"
"488",0,1.87642991880258,0.518,0.138,0,"0","Sirpa"
"489",0,1.87473441638228,0.476,0.158,0,"0","Emp1"
"490",8.63549582578415e-232,1.87348364202284,0.254,0.069,1.59955289181e-227,"0","Ubtd1"
"491",0,1.87103633348589,0.471,0.154,0,"0","Maml3"
"492",1.13549969554015e-132,1.87075007003135,0.144,0.038,2.10328608604903e-128,"0","Tnfsf13"
"493",0,1.8694396710195,0.967,0.416,0,"0","Psap"
"494",0,1.86712330132539,0.552,0.187,0,"0","Xdh"
"495",3.16125087443472e-97,1.86491017728425,0.117,0.033,5.85558499471543e-93,"0","Nhsl2"
"496",1.25071223040377e-156,1.86354991048518,0.193,0.056,2.3166942643769e-152,"0","Slc25a22"
"497",1.96997166898806e-70,1.86330551313004,0.085,0.024,3.64897852246657e-66,"0","Gm36486"
"498",1.39973560449654e-231,1.86260954004707,0.466,0.222,2.59273026020894e-227,"0","Sod2"
"499",2.57053359939176e-289,1.86100137383105,0.391,0.133,4.76139938615335e-285,"0","Eif4ebp1"
"500",0,1.8564957124601,0.619,0.226,0,"0","Ifih1"
"501",0,1.85592182002366,0.75,0.176,0,"0","Wfdc17"
"502",0,1.85432053966776,0.796,0.26,0,"0","Cd86"
"503",9.00894833600964e-74,1.85304967502958,0.089,0.025,1.66872750027907e-69,"0","Gm40645"
"504",0,1.85118724613837,0.389,0.115,0,"0","Plekho1"
"505",5.19509431939464e-216,1.84878622997767,0.268,0.081,9.6228732078147e-212,"0","Carhsp1"
"506",0,1.84639562277053,0.498,0.161,0,"0","Parp12"
"507",1.00971719832878e-107,1.84593922243786,0.179,0.064,1.87029916646439e-103,"0","Id3"
"508",4.61204200589622e-168,1.84216171668387,0.217,0.066,8.54288540752158e-164,"0","Zfp703"
"509",1.1789694929195e-177,1.83894630750163,0.226,0.068,2.18380519173479e-173,"0","Ccdc86"
"510",2.03549472108828e-80,1.83757687689014,0.08,0.019,3.77034687187182e-76,"0","Mmp8"
"511",0,1.83600507903633,0.683,0.286,0,"0","Ifit3"
"512",0,1.83591562935967,0.939,0.504,0,"0","Atp6v0c"
"513",0,1.83570274306782,0.847,0.303,0,"0","Ctsz"
"514",0,1.83551614528721,0.97,0.469,0,"0","Lyn"
"515",2.98239200091457e-21,1.83259920073575,0.025,0.007,5.52428470329405e-17,"0","Chil1"
"516",0,1.83079460680712,0.741,0.375,0,"0","Esd"
"517",0,1.82351626693203,0.629,0.225,0,"0","Card19"
"518",0,1.81747911431163,0.587,0.21,0,"0","Soat1"
"519",3.02276484605227e-43,1.81626496366927,0.056,0.017,5.59906732434261e-39,"0","Gm30881"
"520",0,1.81594646755535,0.523,0.151,0,"0","Csf2rb"
"521",1.80773360399745e-299,1.81578762510642,0.362,0.11,3.34846495468447e-295,"0","Ube2l6"
"522",7.02843432067198e-21,1.8144932637771,0.024,0.007,1.30187688921807e-16,"0","Gm14010"
"523",1.63585272887228e-29,1.81085009254591,0.036,0.01,3.03009000969013e-25,"0","Abcc3"
"524",1.50394371407746e-95,1.80866480469578,0.12,0.035,2.78575494158569e-91,"0","Nlrp1b"
"525",0,1.80479830144747,0.776,0.286,0,"0","Lamp1"
"526",2.00050762970409e-21,1.79956734475881,0.027,0.008,3.70554028250089e-17,"0","Gm47754"
"527",7.9329083173114e-27,1.79882186222529,0.034,0.01,1.46941260761559e-22,"0","Tnfsf13os"
"528",0,1.79695170113422,0.494,0.169,0,"0","Tor3a"
"529",0,1.79687187385296,0.425,0.092,0,"0","Ptgs2"
"530",2.71024085540945e-254,1.79661421827364,0.322,0.1,5.02017913647493e-250,"0","Tcirg1"
"531",0,1.79475232618067,0.428,0.131,0,"0","Tiam1"
"532",2.38115109740037e-204,1.79345731408983,0.269,0.085,4.4106061777147e-200,"0","Tubb6"
"533",2.05729016538739e-232,1.79248262095298,0.327,0.111,3.81071857334706e-228,"0","Naip2"
"534",1.59930461302501e-42,1.79143168057856,0.055,0.016,2.96239193470623e-38,"0","Gm16556"
"535",7.56943703513289e-274,1.78979105828165,0.375,0.128,1.40208682201767e-269,"0","Plekhf2"
"536",7.82143238422732e-303,1.78938687146385,0.349,0.101,1.44876392053043e-298,"0","Rab31"
"537",5.2724950796438e-167,1.78714906694825,0.201,0.058,9.76624263602421e-163,"0","Slc31a2"
"538",0,1.7869816900063,0.807,0.214,0,"0","Alox5ap"
"539",1.14708209670677e-32,1.78692313550659,0.036,0.01,2.12474016772994e-28,"0","Cryba4"
"540",0,1.78691062631464,0.819,0.46,0,"0","Dennd1a"
"541",0,1.78637797514351,0.818,0.298,0,"0","Lilrb4a"
"542",0,1.78539993985782,0.628,0.268,0,"0","Ifit1"
"543",1.05427147334702e-234,1.78536294815153,0.302,0.094,1.95282705008068e-230,"0","Stard3"
"544",1.23732529357271e-273,1.78531801392346,0.293,0.078,2.29189764128472e-269,"0","Lpcat2"
"545",1.58213964696721e-193,1.78316727549304,0.227,0.064,2.93059726807736e-189,"0","Olfr56"
"546",0,1.78118063854622,0.509,0.149,0,"0","Tnfrsf1a"
"547",1.15998626078919e-28,1.77965547094232,0.036,0.01,2.14864255085981e-24,"0","Gm15964"
"548",0,1.7793038353148,0.428,0.123,0,"0","Ogfrl1"
"549",2.98120124154682e-21,1.77621055215367,0.026,0.008,5.52207905971717e-17,"0","Irgc1"
"550",0,1.77380358982729,0.646,0.203,0,"0","Basp1"
"551",2.25549384570743e-47,1.77072955519594,0.062,0.019,4.17785125040388e-43,"0","Tmem86a"
"552",2.03000470597566e-93,1.76940537424856,0.147,0.051,3.76017771687872e-89,"0","Mcfd2"
"553",0,1.76699619744452,0.923,0.555,0,"0","Ifi209"
"554",2.16329643215355e-28,1.76689851863798,0.036,0.011,4.00707398127801e-24,"0","Fkbp1b"
"555",2.11385430931943e-20,1.76575759723341,0.025,0.007,3.91549233715238e-16,"0","Emilin1"
"556",3.91786923072513e-196,1.76165413980214,0.224,0.061,7.25706917607215e-192,"0","Cysltr1"
"557",3.29322898735896e-67,1.75850209634736,0.081,0.022,6.100048053285e-63,"0","Igfbp6"
"558",6.98703407671074e-96,1.75840288019109,0.123,0.036,1.29420832202913e-91,"0","Adam15"
"559",1.71553766835486e-225,1.74722969741153,0.268,0.077,3.17769042309371e-221,"0","Spon1"
"560",3.25569478643786e-19,1.7440625261341,0.024,0.007,6.03052345291886e-15,"0","Oaf"
"561",0,1.74250311425442,0.372,0.107,0,"0","Themis2"
"562",1.43603282845383e-23,1.73715117524393,0.034,0.011,2.65996360814502e-19,"0","Ptgr1"
"563",0,1.73279186915276,0.543,0.227,0,"0","A330040F15Rik"
"564",7.13645103645779e-17,1.73225237583109,0.022,0.007,1.32188482548308e-12,"0","Gm47242"
"565",0,1.72879767636617,0.997,0.84,0,"0","Ftl1"
"566",6.84273867518274e-224,1.72641215648025,0.29,0.09,1.2674804848041e-219,"0","Fes"
"567",1.80048374449201e-105,1.72077059899768,0.115,0.03,3.33503603992255e-101,"0","Rab44"
"568",9.54273537576007e-173,1.7204021712865,0.251,0.083,1.76760087365204e-168,"0","AW011738"
"569",1.5875860074191e-14,1.71910029240049,0.019,0.006,2.94068556154241e-10,"0","Fam72a"
"570",0,1.71668136599775,0.709,0.292,0,"0","Stat2"
"571",9.03190223877078e-83,1.71529333494282,0.101,0.029,1.67297925168751e-78,"0","F11r"
"572",0,1.71406416759674,0.379,0.082,0,"0","Hp"
"573",4.75991870699757e-74,1.70948304540823,0.102,0.032,8.81679742097161e-70,"0","Cpeb3"
"574",0,1.70871744754945,0.544,0.184,0,"0","Bach1"
"575",1.34185124750063e-15,1.70855981902803,0.02,0.006,2.48551106574541e-11,"0","Fam83f"
"576",0,1.70454471270603,0.826,0.36,0,"0","Lamp2"
"577",2.49923849506261e-118,1.70251349059339,0.153,0.046,4.62933946440447e-114,"0","Tnfrsf21"
"578",1.74650852683078e-161,1.70155834510156,0.385,0.185,3.23505774424866e-157,"0","Ero1l"
"579",0,1.70103202444518,0.402,0.118,0,"0","Cd300c2"
"580",0,1.69887054738665,0.88,0.492,0,"0","Fos"
"581",7.94570885079132e-56,1.69823852273775,0.079,0.025,1.47178365043208e-51,"0","Zfp385a"
"582",0,1.69546674863617,0.839,0.412,0,"0","Zfp36"
"583",3.5706088402467e-254,1.69256564197442,0.354,0.119,6.61383875478897e-250,"0","D1Ertd622e"
"584",5.44219262444888e-213,1.68776160967703,0.322,0.114,1.00805733982667e-208,"0","Nceh1"
"585",8.4331816134202e-81,1.68683342409109,0.123,0.041,1.56207823025382e-76,"0","Ftl1-ps1"
"586",8.11163644903208e-15,1.686323632754,0.058,0.031,1.50251841945421e-10,"0","Dhfr"
"587",1.67592901648193e-16,1.68415808763005,0.021,0.006,3.10432331722949e-12,"0","Gm41409"
"588",7.53899713558044e-23,1.68145767497286,0.032,0.01,1.39644843942356e-18,"0","Kalrn"
"589",3.33905336331071e-48,1.68145767497285,0.071,0.023,6.18492854486043e-44,"0","A530040E14Rik"
"590",4.00929378017527e-116,1.68078777287552,0.19,0.068,7.42641486901865e-112,"0","C1galt1c1"
"591",1.0858079434543e-127,1.67898005442829,0.201,0.07,2.01124205366041e-123,"0","Hdac5"
"592",8.52178381771401e-76,1.67832365120406,0.113,0.037,1.57849001655517e-71,"0","Cebpa"
"593",2.65895284484582e-100,1.67793632823833,0.138,0.043,4.92517835450792e-96,"0","Lsr"
"594",3.3347469551116e-160,1.6770233180151,0.191,0.053,6.17695178495321e-156,"0","Csf2rb2"
"595",5.66489709192868e-30,1.6767860989737,0.044,0.014,1.04930888833795e-25,"0","Fap"
"596",3.38374845295328e-54,1.67390145471669,0.085,0.028,6.26771725940536e-50,"0","Tnfrsf12a"
"597",1.35318412928646e-201,1.67096722455498,0.329,0.124,2.50650296267731e-197,"0","Fabp5"
"598",0,1.66886049290147,0.76,0.343,0,"0","Ccr5"
"599",1.28901340647907e-21,1.66864239731364,0.029,0.009,2.38763953282118e-17,"0","Gm2629"
"600",4.02483236083e-190,1.66860040540408,0.283,0.097,7.45519698196541e-186,"0","Rufy3"
"601",2.7350494408454e-52,1.66698719216452,0.077,0.025,5.06613207927793e-48,"0","Atp1a3"
"602",0,1.6666011712521,0.684,0.298,0,"0","Rab5c"
"603",4.53263620887862e-50,1.66437280248126,0.072,0.023,8.39580204970587e-46,"0","Mocos"
"604",1.46299932383223e-47,1.66359399214633,0.068,0.021,2.70991364753443e-43,"0","Cd36"
"605",5.00595065208628e-244,1.66254370360877,0.352,0.121,9.27252239285942e-240,"0","Scpep1"
"606",0,1.66141611895086,0.773,0.383,0,"0","Fgl2"
"607",2.72830993219103e-195,1.6613456283911,0.194,0.047,5.05364848739745e-191,"0","Anxa3"
"608",3.36160557571509e-23,1.65991622666822,0.032,0.01,6.22670200789705e-19,"0","E230016K23Rik"
"609",0,1.65930132892747,0.896,0.464,0,"0","Sdcbp"
"610",6.95639354143586e-38,1.65929561733087,0.053,0.016,1.28853277568016e-33,"0","Tlr6"
"611",1.22545663494954e-58,1.65893860698182,0.083,0.026,2.26991332491704e-54,"0","Gstm1"
"612",4.12837674103177e-19,1.65837406185981,0.026,0.008,7.64699223741314e-15,"0","Nxpe5"
"613",0,1.65611808791945,0.429,0.147,0,"0","Ass1"
"614",0,1.65423766169774,0.953,0.642,0,"0","Pkm"
"615",1.19221841333991e-47,1.65102921124665,0.071,0.023,2.20834616702951e-43,"0","F630028O10Rik"
"616",2.29807797148815e-292,1.64838997328719,0.312,0.082,4.2567298265875e-288,"0","Mcemp1"
"617",0,1.64773348521297,0.524,0.221,0,"0","Fam111a"
"618",0,1.64704016742114,0.748,0.349,0,"0","Sppl2a"
"619",2.91975068719357e-118,1.64456099945383,0.212,0.08,5.40825419788865e-114,"0","Fam102b"
"620",1.23909424117702e-92,1.6438744921647,0.137,0.045,2.29517426293219e-88,"0","Fgd6"
"621",0,1.64080712036407,0.59,0.22,0,"0","Gsr"
"622",0,1.63916318429877,0.593,0.143,0,"0","Ccl6"
"623",1.2751136141522e-16,1.63900873699288,0.023,0.007,2.36189294749412e-12,"0","Trim6"
"624",9.74520748171513e-94,1.63795972994997,0.138,0.045,1.80510478183809e-89,"0","Acvrl1"
"625",8.3957216134361e-167,1.63661461921663,0.23,0.073,1.55513951445677e-162,"0","Slc8b1"
"626",1.70359912627504e-41,1.633803887743,0.06,0.019,3.15557666159925e-37,"0","Trpm2"
"627",1.70574720267793e-151,1.63330075979168,0.212,0.067,3.15955554352032e-147,"0","Gm6377"
"628",3.94881357962752e-38,1.63320099065025,0.058,0.019,7.31438739354405e-34,"0","Rnase4"
"629",0,1.63278783845814,0.416,0.123,0,"0","Pld4"
"630",1.73209409699481e-112,1.6317034464495,0.169,0.056,3.20835789586349e-108,"0","Rubcnl"
